,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
259,Inglewood,Boutique hotel in Inglewood,1,2,False,True,True,,,,True,True,True,True,,False,453,1132,4.28
260,Glendale,Guest suite in Glendale,1,1,False,True,True,True,True,,True,True,True,,,True,503,100,4.98
261,Santa Monica,Apartment in Santa Monica,1,2,False,True,True,True,True,,True,True,,True,True,True,1060,7,5.0
262,Los Angeles,Guesthouse in Los Angeles,1,2,True,True,True,,,,True,,,True,,True,541,44,4.89
263,West Hollywood,Apartment in West Hollywood,1,2,False,True,,,True,,True,,True,,,False,758,0,0.0
264,Los Angeles,Guest suite in Los Angeles,1,2,False,True,True,,True,,,,True,True,,True,1015,157,4.83
265,Glendale,Apartment in Glendale,1,2,True,True,True,True,True,,True,True,True,True,True,True,578,61,4.83
266,Glendale,Home in Glendale,1,2,True,True,True,True,True,,True,True,True,True,True,False,574,2,5.0
267,West Hollywood,Apartment in West Hollywood,1,2,False,True,True,True,True,,True,,True,True,True,True,947,3,5.0
268,Los Angeles,Apartment in Los Angeles,1,2,True,True,,True,True,,True,True,True,,True,True,1036,8,4.88
269,West Hollywood,Room in West Hollywood,1,1,False,True,,True,True,,True,True,True,True,True,False,410,1,5.0
270,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
271,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
272,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
273,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
274,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
275,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
276,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
277,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
278,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
279,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
280,The Bronx,Room in The Bronx,1,2,False,True,True,True,True,True,True,True,True,True,,True,273,45,4.91
281,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
282,North Bergen,Room in North Bergen,1,1,False,True,,True,True,True,True,,,,,False,334,14,4.86
283,Elmont,Room in Elmont,1,1,False,True,,True,,True,True,,True,,,True,242,9,5.0
284,New York,Place to stay in New York,1,2,False,True,True,True,True,,True,True,True,True,,True,283,50,4.86
285,Harrison,Room in Harrison,1,2,False,True,,True,True,,True,True,,True,True,False,192,0,0.0
286,Jersey City,Apartment in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,False,546,9,4.56
287,Newark,Apartment in Newark,1,1,False,True,,True,True,,True,True,True,True,,False,353,1,5.0
288,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
289,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
290,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
291,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
292,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
293,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
294,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
295,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
296,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
297,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
298,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
299,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
300,Union City,Guest suite in Union City,1,2,True,True,True,,True,,True,True,True,True,,False,635,144,4.67
301,Queens,Apartment in New York,2,4,False,True,,True,True,,True,True,True,,,True,582,191,4.56
302,North Bergen,Room in North Bergen,1,1,False,True,,True,True,True,True,,,,,False,334,14,4.86
303,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
304,New York,Room in New York,1,1,False,True,,,True,True,True,True,,,,False,595,8,4.38
305,Brooklyn,Guest suite in Brooklyn,1,2,False,True,True,True,True,,True,True,True,True,True,False,382,256,4.73
306,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
307,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
308,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
309,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
310,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
311,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
312,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
313,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
314,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
315,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
316,The Bronx,Room in The Bronx,1,2,False,True,True,True,True,True,True,True,True,True,,True,273,45,4.91
317,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
318,North Bergen,Room in North Bergen,1,1,False,True,,True,True,True,True,,,,,False,334,14,4.86
319,Elmont,Room in Elmont,1,1,False,True,,True,,True,True,,True,,,True,242,9,5.0
320,New York,Place to stay in New York,1,2,False,True,True,True,True,,True,True,True,True,,True,283,50,4.86
321,Harrison,Room in Harrison,1,2,False,True,,True,True,,True,True,,True,True,False,192,0,0.0
322,Jersey City,Apartment in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,False,546,9,4.56
323,Newark,Apartment in Newark,1,1,False,True,,True,True,,True,True,True,True,,False,353,1,5.0
324,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
325,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
326,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
327,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
328,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
329,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
330,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
331,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
332,Queens,Apartment in New York,1,2,False,True,,True,True,,True,True,True,,,False,794,25,4.72
333,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
334,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
335,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
336,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
337,Queens,Apartment in New York,2,4,False,True,,True,True,,True,True,True,,,True,582,191,4.56
338,Brooklyn,Apartment in Brooklyn,2,3,False,True,True,True,True,,True,True,,True,,True,695,19,4.95
339,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
340,Brooklyn,Apartment in Brooklyn,1,2,False,True,,,True,,True,,True,,,False,395,0,0.0
341,Brooklyn,Room in Brooklyn,1,2,False,True,,True,True,True,True,True,,True,,True,421,17,4.71
342,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
343,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
344,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
345,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
346,New York,Room in New York,1,2,False,True,,True,,,True,True,True,,,True,1136,101,4.8
347,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
348,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
349,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
350,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
351,New York,Apartment in New York,1,3,False,True,,True,True,,True,True,True,,True,False,1070,17,4.65
352,New York,Hotel in New York,1,2,True,True,,,,,True,True,True,True,,False,993,34,4.06
353,New York,Room in New York,1,1,False,True,,,True,,True,,True,,True,True,777,17,4.94
354,New York,Place to stay in New York,1,4,True,True,,True,True,,,True,True,,,True,638,3,5.0
355,New York,Place to stay in New York,1,2,False,True,True,,True,,True,True,True,,,False,541,0,0.0
356,New York,Hotel in New York,1,2,False,True,True,True,,,True,True,,,,False,718,85,4.69
357,New York,Room in New York,1,2,False,True,,True,True,,True,True,True,True,,False,759,8,4.63
358,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
359,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,True,,True,False,368,7,5.0
360,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
361,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
362,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
363,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
364,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
365,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
366,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
367,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
368,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
369,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
370,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
371,Queens,Apartment in New York,1,2,False,True,,True,True,,True,True,True,,,False,794,25,4.72
372,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
373,Brooklyn,Apartment in Brooklyn,2,3,False,True,True,True,True,,True,True,,True,,True,695,19,4.95
374,Queens,Apartment in New York,2,4,False,True,,True,True,,True,True,True,,,True,582,191,4.56
375,Brooklyn,Room in Brooklyn,1,2,False,True,,True,True,True,True,True,,True,,True,421,17,4.71
376,Brooklyn,Room in Brooklyn,1,2,False,True,True,True,True,True,True,True,,True,,True,412,43,4.86
377,Jersey City,Room in Jersey City,1,2,False,True,True,True,True,True,True,True,True,True,True,False,525,0,0.0
378,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
379,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
380,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
381,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
382,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
383,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
384,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
385,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
386,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
387,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
388,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
389,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
390,Queens,Apartment in New York,1,2,False,True,,True,True,,True,True,True,,,False,794,25,4.72
391,North Bergen,Room in North Bergen,1,1,False,True,,True,True,True,True,,,,,False,334,14,4.86
392,Brooklyn,Apartment in Brooklyn,1,2,False,True,,,True,,True,,True,,,False,395,0,0.0
393,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
394,Queens,Apartment in New York,2,4,False,True,,True,True,,True,True,True,,,True,582,191,4.56
395,Union City,Guest suite in Union City,1,2,True,True,True,,True,,True,True,True,True,,False,635,144,4.67
396,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
397,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
398,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
399,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
400,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
401,New York,Room in New York,1,2,False,True,,True,,,True,True,True,,,True,1136,101,4.8
402,New York,Hotel in New York,1,2,True,True,,,,,True,True,True,,,False,1148,1221,4.44
403,Queens,Apartment in New York,1,2,False,True,,True,True,,True,True,True,,,False,794,25,4.72
404,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
405,New York,Hotel in New York,1,2,False,True,True,True,,,True,True,,,,False,718,85,4.69
406,New York,Apartment in New York,1,2,True,True,,,,,True,True,True,True,,False,1877,32,4.88
407,New York,Room in New York,1,1,False,True,,,True,,True,,True,,True,True,777,17,4.94
408,New York,Hotel in New York,1,2,True,True,,,,,True,True,True,True,,False,993,34,4.06
409,New York,Place to stay in New York,1,4,True,True,,True,True,,,True,True,,,True,638,3,5.0
410,New York,Apartment in New York,1,3,False,True,,True,True,,True,True,True,,True,False,1070,17,4.65
411,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
412,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
413,New York,Place to stay in New York,1,2,False,True,True,,True,,True,True,True,,,False,541,0,0.0
414,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
415,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
416,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
417,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
418,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
419,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
420,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
421,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
422,Queens,Apartment in New York,1,2,False,True,,True,True,,True,True,True,,,False,794,25,4.72
423,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
424,Brooklyn,Room in Brooklyn,1,2,,,True,True,True,,,True,,True,,True,388,1,5.0
425,Queens,Room in New York,1,1,False,,,True,,True,True,True,,True,,False,205,21,4.71
426,New York,Room in New York,1,2,False,True,True,True,True,True,True,True,,,True,False,335,34,4.76
427,Queens,Apartment in New York,2,4,False,True,,True,True,,True,True,True,,,True,582,191,4.56
428,Brooklyn,Apartment in Brooklyn,2,3,False,True,True,True,True,,True,True,,True,,True,695,19,4.95
429,Queens,Room in New York,1,1,True,True,,True,True,True,True,True,True,True,,True,355,69,4.61
430,Brooklyn,Apartment in Brooklyn,1,2,False,True,,,True,,True,,True,,,False,395,0,0.0
431,Brooklyn,Room in Brooklyn,1,2,False,True,,True,True,True,True,True,,True,,True,421,17,4.71
432,New York,Room in New York,1,1,False,True,,,True,True,True,,True,,,False,317,10,4.8
433,New York,Room in New York,1,2,False,True,,,True,True,True,True,True,,,False,520,119,4.74
434,New York,Room in New York,1,1,False,True,,True,True,,True,,,True,True,True,647,23,5.0
435,The Bronx,Guesthouse in The Bronx,1,1,,True,,True,True,,True,,True,,,False,263,2,5.0
436,New York,Apartment in New York,1,3,False,True,True,True,True,,True,True,,True,True,True,1213,8,4.88
437,New York,Apartment in New York,1,2,False,True,,,True,,True,,True,,,False,1191,4,5.0
438,Jersey City,Place to stay in Jersey City,1,2,False,True,True,True,True,,True,True,True,True,True,True,337,0,0.0
439,Queens,Place to stay in New York,1,2,False,True,True,True,,,True,True,,True,,True,478,22,5.0
440,Queens,Apartment in New York,1,2,False,True,,True,True,,True,True,True,,,False,794,25,4.72
441,Brooklyn,Place to stay in Brooklyn,1,1,False,True,True,True,True,,True,True,True,True,True,True,702,32,4.88
